customer_id,full_name,age,gender,occupation,annual_income,risk_category,country,city,KYC_level,pep_flag,sanctions_flag,account_open_date,customer_type,expected_monthly_txn,avg_balance,device_count,ip_country,branch_id
ba8ca6dd-a740-4835-a9c3-3fc11c21586c,Jodi Douglas,35,OTHER,Camera operator,437259.74,HIGH,Guadeloupe,Christopherton,VERIFIED,False,False,2025-06-07,BUSINESS,36560.6,28871.78,4,Bangladesh,LWPR94979222743881
3afab075-6302-4b1f-9cc2-6928fee515e8,David Griffin,66,MALE,Nutritional therapist,621619.89,LOW,Congo,Eatonbury,PENDING,True,False,2026-06-25,INDIVIDUAL,35910.51,6757.45,3,Central African Republic,ZASW44785574630595
8cffb448-4315-425c-99a2-d460261ddd9d,Brian Holmes,37,FEMALE,Manufacturing systems engineer,1171239.23,LOW,Mali,Ryanmouth,PENDING,False,False,2022-11-20,BUSINESS,23737.59,38675.13,4,Malawi,LCGL11920232786444
95dd8b85-21ed-453c-92f8-bfd43e95cb6a,Brooke Parsons,58,FEMALE,Merchant navy officer,737265.68,HIGH,Malawi,Michelleborough,VERIFIED,False,False,2024-12-11,INDIVIDUAL,797.01,71335.89,1,Morocco,VQFV84969593386885
52cd3453-3f68-4af2-921f-b363eb7b76fc,Raymond Manning,64,OTHER,Environmental education officer,84551.46,LOW,Albania,Nashmouth,PENDING,True,False,2023-03-31,INDIVIDUAL,27324.01,39541.91,1,Eritrea,UVFL44621680866524
64d4eb56-6389-470c-bc63-e13825745296,Dr. Nathaniel Sutton Jr.,70,MALE,Sports coach,717704.02,HIGH,San Marino,Catherinebury,PENDING,False,False,2024-03-14,BUSINESS,40370.1,54813.52,3,Benin,RQIH22509535714419
2c5bc914-dac1-4d8b-964f-d75b5b953185,Mr. David Holloway,84,MALE,Herbalist,696052.88,LOW,Vietnam,Romeromouth,VERIFIED,False,False,2024-05-26,INDIVIDUAL,25138.94,52689.47,4,Lesotho,ABCD74455104255944
49ca946e-9e67-4107-9295-860de5715cad,Lee Baker,23,FEMALE,Art gallery manager,1218474.51,LOW,Finland,North Andreaton,PENDING,False,False,2026-03-14,INDIVIDUAL,27080.18,11566.71,3,Romania,RZCN01310429131498
cfb3bcd8-a138-4e78-93d0-2c4a591434fa,Teresa Harris,60,FEMALE,Architectural technologist,605267.61,HIGH,Slovenia,Seanmouth,VERIFIED,False,False,2022-03-09,BUSINESS,44816.58,27918.95,2,South Africa,MNAD99468543340680
4ce8fbc8-e72b-4742-b210-dffff1e8095a,Kristen Walker,82,MALE,"Surveyor, mining",322293.94,HIGH,Malta,North Ellen,VERIFIED,False,False,2023-12-06,BUSINESS,5682.95,73367.67,2,Yemen,YUYV59025960260545
2e2f541a-3635-42a5-afa6-ab62bfe6c036,Angela Fuller,57,MALE,"Therapist, speech and language",1636959.24,LOW,Mali,Rileyton,PENDING,False,False,2022-02-27,INDIVIDUAL,15099.85,44577.09,1,Honduras,QVTT49794648203863
c99dc67c-e021-4419-a126-814dda42f91a,Hannah Boone,80,MALE,Hospital doctor,1292109.44,HIGH,United States Virgin Islands,South Steven,VERIFIED,False,False,2023-06-14,BUSINESS,20441.36,59642.69,3,Sierra Leone,AXWQ82884597453464
a287112f-c056-4e82-8920-991151ba0076,Thomas Martin,25,MALE,Health and safety inspector,269254.45,HIGH,Malawi,Alexisberg,PENDING,False,False,2022-10-28,INDIVIDUAL,7384.91,56096.91,2,South Africa,JGUY99724995132450
09ff41e5-ce33-40c1-b9d1-194ce5801f10,Aaron Reese,24,MALE,Production engineer,1158215.95,HIGH,Seychelles,Port James,VERIFIED,False,False,2023-10-29,INDIVIDUAL,29035.97,98731.69,2,Serbia,XKWH58400496224549
4580b8c0-6ad8-4128-99b0-f8c47895ad48,Karl Cook,82,OTHER,Architectural technologist,641462.22,HIGH,Macao,Lake Lori,VERIFIED,False,False,2025-01-02,INDIVIDUAL,43254.31,75164.45,2,Saint Vincent and the Grenadines,IXLE43125029724679
a2cac725-d525-4f9a-ae48-712406b5b236,Patrick Burgess,33,MALE,Horticultural therapist,366482.49,LOW,British Virgin Islands,Port Pamelastad,VERIFIED,False,False,2022-01-01,INDIVIDUAL,30255.0,37119.81,3,New Caledonia,ZLER21165933127481
a374d31b-4e40-49b8-bc6e-7ed05105ebd2,Christopher Harris,50,OTHER,"Therapist, occupational",1937721.78,HIGH,French Polynesia,New Jennifer,VERIFIED,False,False,2024-03-06,INDIVIDUAL,20174.33,24413.76,4,Bulgaria,CRLQ15417804195429
cebe730d-3782-46e4-bf2a-5f1b95345792,Scott Mccarty,82,MALE,"Nurse, mental health",36764.59,LOW,Libyan Arab Jamahiriya,Ryanhaven,VERIFIED,False,False,2025-04-19,BUSINESS,49494.35,59832.99,4,Cote d'Ivoire,DOXO37819263509939
9e9cf1f4-cfe2-457a-86b7-1efbc16bc4c5,Melissa Scott,53,MALE,"Solicitor, Scotland",1617789.34,LOW,Fiji,New Michelleport,PENDING,False,False,2022-10-06,INDIVIDUAL,15051.95,94267.55,4,Canada,BIBK08663767063104
b44dff51-eea9-4d6a-9743-42922b3ce17d,Guy Abbott,58,OTHER,Chiropractor,837136.02,MEDIUM,Georgia,Kimbury,VERIFIED,False,False,2025-02-18,INDIVIDUAL,4346.74,73415.46,4,Serbia,TMMU65869506746722
76110093-3620-4563-82ff-9f221bccb9ff,Rickey York,76,MALE,Furniture conservator/restorer,1288742.21,MEDIUM,Montenegro,South Angelatown,PENDING,False,False,2022-03-26,BUSINESS,14894.64,57630.33,1,Saint Lucia,AQDL19680970783521
a04e182c-3ca4-4722-a016-3e3870eb1393,Austin Smith,70,OTHER,Ranger/warden,912113.44,MEDIUM,Cuba,North Melissaview,VERIFIED,False,False,2022-11-22,INDIVIDUAL,5710.47,60180.43,3,Malaysia,LPWB37771057620524
e3a2f126-e590-46eb-ba96-d90586ea3092,Robert Allen,40,FEMALE,Actuary,1984010.99,HIGH,Saint Helena,Port Amanda,VERIFIED,False,False,2025-03-22,BUSINESS,22994.21,32440.95,4,Cote d'Ivoire,MWQM36342333091103
03c24b3d-c2a1-44b5-8635-aa129d8ad54d,Todd White,33,MALE,Arts development officer,1134133.05,HIGH,Senegal,Lopezville,VERIFIED,False,False,2022-03-06,BUSINESS,47233.19,10933.77,4,Ethiopia,NGNY76939663518940
dced1fc2-54f1-4494-bbf2-fccd6314cbe5,Matthew Galvan,43,OTHER,Media buyer,647937.42,MEDIUM,Ethiopia,Mackenzieton,VERIFIED,False,False,2022-07-26,BUSINESS,38526.54,29963.32,2,Czech Republic,CMUY79468273409581
37a425c6-a67e-4887-97fb-ea3f92fc3ed6,Robert Rose,73,FEMALE,"Engineer, broadcasting (operations)",444271.4,MEDIUM,Zimbabwe,Michaeltown,VERIFIED,False,False,2024-07-24,BUSINESS,28866.78,92869.18,4,Vanuatu,ZRKD74240697622617
05f14f4e-80f0-4a47-a20f-bd3ba6be9eaa,Russell Johnson,65,FEMALE,Advertising account executive,196829.66,HIGH,Bosnia and Herzegovina,Nixonfort,PENDING,False,False,2025-07-30,BUSINESS,46495.06,83175.85,4,Barbados,NWHS31778725375283
638a672e-9fb7-4a9c-ba1f-bcff4096afe8,Kristopher Anderson,26,OTHER,Ergonomist,386241.7,LOW,South Africa,East Dawn,PENDING,False,False,2025-08-01,BUSINESS,8895.33,33615.3,1,Guinea,YSLU56956087102694
04d8d4ec-999a-4db2-85a4-f8ff44c578bb,Michael Gomez,84,FEMALE,Government social research officer,583822.22,MEDIUM,Bahamas,North Dale,PENDING,False,False,2023-12-27,INDIVIDUAL,15656.54,3892.62,1,Sudan,ERTD55993036692962
757c8f87-2062-487c-897d-c74ec59bdcca,John Evans,87,OTHER,Building surveyor,653347.51,HIGH,Trinidad and Tobago,West Williamburgh,VERIFIED,False,False,2025-01-23,INDIVIDUAL,34506.85,92205.75,1,Trinidad and Tobago,DQST59287200784790
e341ab8f-f36e-4ddc-b034-eaf12e65335d,Christopher Olson,46,MALE,"Journalist, magazine",1761259.23,MEDIUM,Belarus,Williamsside,PENDING,False,False,2022-04-25,BUSINESS,35924.94,38046.9,3,British Indian Ocean Territory (Chagos Archipelago),DZTI98945860252850
c1d6440a-0a2c-49b3-9d22-74e414b43ccc,Thomas Taylor MD,58,FEMALE,"Investment banker, operational",268604.45,MEDIUM,Libyan Arab Jamahiriya,South Lisaville,VERIFIED,False,False,2022-10-16,BUSINESS,18356.47,77275.96,2,Germany,ZBGU63100109227994
54e09254-9ad5-4be5-a577-335b330b7320,Charles Alvarez,71,MALE,Landscape architect,1215180.6,LOW,Iraq,Devinmouth,PENDING,False,False,2026-02-21,BUSINESS,31924.93,26977.76,1,Gambia,HYQS06134716223192
c697f963-539c-44ab-add0-9a023183f15d,Andrew Henderson,21,FEMALE,"Journalist, magazine",525606.67,LOW,Falkland Islands (Malvinas),Maryville,VERIFIED,False,False,2024-06-17,BUSINESS,22565.41,7502.56,4,Falkland Islands (Malvinas),ZNUL80846348111507
2ef87ac8-5f87-4015-9570-1ddcd9af3044,Heidi Hernandez,88,OTHER,Chartered management accountant,174692.03,MEDIUM,Netherlands,New Timothy,PENDING,False,False,2022-09-08,INDIVIDUAL,11514.53,93146.33,2,Wallis and Futuna,MKOY83448400488738
8d35d1d5-7c30-44ed-afb2-c6fb3691ea2a,Amy Wilson,42,OTHER,Health and safety adviser,697759.72,MEDIUM,Greece,New Allenfort,PENDING,False,False,2025-10-30,INDIVIDUAL,11451.32,94230.58,3,Micronesia,BVKP23113310559536
da01ad88-9c40-4e41-b981-d8b7000b0e6b,Tracey Stein,63,MALE,Games developer,746474.77,LOW,Uzbekistan,Robbinsburgh,PENDING,True,False,2026-06-08,INDIVIDUAL,48318.32,63363.03,4,Pitcairn Islands,CSIX87048322515942
e4135d74-04a9-43a2-8fbd-3bb35c0a4a87,Kevin Humphrey,23,OTHER,Horticultural therapist,1579089.62,HIGH,Belarus,New Phillip,VERIFIED,False,False,2025-04-06,INDIVIDUAL,23649.25,45781.9,2,Canada,PZVR30335682127108
236f9c39-cdea-4531-9d37-8bcdc8ad209b,Ashley Payne,19,MALE,Print production planner,1075995.79,HIGH,Isle of Man,West Victoriaborough,VERIFIED,False,False,2022-05-16,BUSINESS,10868.86,49296.27,2,French Guiana,YYZA51640621237024
df48db46-3773-467a-811e-f16af1b7328d,Donna Kline,43,FEMALE,"Lecturer, further education",1625670.38,HIGH,France,Brianside,VERIFIED,False,False,2022-04-17,BUSINESS,32790.99,59015.78,2,Kuwait,FKYA22330929814776
46eaf530-7563-493a-9ff0-411b9b6306f3,Amy Cortez,20,OTHER,Interior and spatial designer,75499.81,LOW,Vanuatu,Rileymouth,PENDING,False,False,2026-05-15,INDIVIDUAL,31916.96,44777.52,1,Cape Verde,NSOR94436788458605
d1d7562a-e54e-490a-8e04-03efe110847a,Jennifer Love,70,FEMALE,"Designer, jewellery",1202482.98,LOW,Kenya,Lake William,VERIFIED,False,False,2024-07-10,BUSINESS,14865.52,98978.48,1,Canada,AKYB11102498272323
607bdaa9-dfa3-4700-a652-4f6674e4d515,Anthony Obrien,23,FEMALE,"Scientist, forensic",1927073.16,HIGH,United States Virgin Islands,Port Robert,VERIFIED,False,False,2025-08-15,INDIVIDUAL,19178.48,11315.95,2,Colombia,ZJQK99349322449213
514026ec-ca42-4a18-baa9-f7407f576fa2,Diana Hicks,64,FEMALE,Sales executive,1695392.82,LOW,Saint Barthelemy,Garyfort,PENDING,False,False,2025-03-10,BUSINESS,26152.27,11037.89,1,Nigeria,ESOM37293861807704
782ad87a-e88c-49e3-8fcc-50e7d68760d3,Robert Benitez,23,OTHER,English as a second language teacher,1548470.2,LOW,Saint Martin,Kingview,VERIFIED,False,False,2021-10-14,INDIVIDUAL,30929.05,52545.92,1,Korea,NGKS37448755760203
5ba567e7-fac5-4e9c-8d8d-e42ebbcf5bf5,Timothy Ballard,62,FEMALE,"Geologist, engineering",762089.37,MEDIUM,Turkey,Michaelton,PENDING,False,False,2023-01-14,INDIVIDUAL,32070.62,88113.58,4,Kyrgyz Republic,YPYQ22854600278106
0731ea4d-588e-4413-985d-ce737d221e53,Megan Stewart,87,MALE,Warehouse manager,1036695.75,MEDIUM,Iceland,Gordonshire,VERIFIED,False,False,2023-07-05,INDIVIDUAL,10323.56,52567.66,3,Vanuatu,MFEB80365752654037
a274bc43-c8e8-4c16-82ba-fb6b561f8492,Jason Boyle,76,FEMALE,Magazine features editor,1175467.73,HIGH,Christmas Island,South Devintown,PENDING,False,False,2021-10-19,INDIVIDUAL,22548.26,60192.43,4,Madagascar,SZNW66848868646813
0d236e64-29e4-4469-abb4-56507e57deb8,Scott Miranda,77,MALE,Camera operator,1748653.51,MEDIUM,Canada,West Gregory,PENDING,False,False,2022-03-24,INDIVIDUAL,27771.85,39820.73,3,Russian Federation,SNTL67461448222114
c1300e18-7c30-460f-815a-cd26b7cefc62,Kristy Salazar,70,OTHER,"Designer, exhibition/display",473427.39,MEDIUM,Ecuador,Lake Erikshire,PENDING,False,False,2024-06-06,INDIVIDUAL,39204.85,58695.42,3,Guam,NFXO53952324676072
5a01c1b1-3bcd-4908-b77d-0361672e7a1b,Kevin Mccormick,70,MALE,Economist,400750.46,MEDIUM,Belize,Cordovachester,PENDING,True,False,2026-07-18,BUSINESS,10770.81,41455.81,3,Saint Lucia,TNUR71943732527688
98165dfe-cb63-47d8-847d-89edd1c40acf,Randy Figueroa,80,MALE,Surgeon,1816655.8,LOW,Serbia,New Keithville,PENDING,False,False,2023-10-12,INDIVIDUAL,10808.51,87936.2,2,Svalbard & Jan Mayen Islands,LULP48661964247941
57638578-81de-41b9-9aa8-f1eb3d8d70dc,Renee Kirby,90,FEMALE,"Psychologist, educational",1786135.43,MEDIUM,Cuba,West Andrew,PENDING,False,False,2025-11-03,INDIVIDUAL,15209.3,72745.01,1,Dominican Republic,NJHW78258668291126
40878831-d5d8-4583-b7d2-d305a5d16632,Roger Blair,61,FEMALE,Drilling engineer,355394.52,MEDIUM,Turkey,West Laurenview,VERIFIED,False,False,2026-03-21,INDIVIDUAL,13489.15,97974.45,3,Hong Kong,XTVT84289256356436
70cbb3db-7658-453a-ab42-2118b3a1a409,Ashlee Jones,34,MALE,Network engineer,1462452.38,LOW,Mauritius,Lake Jacqueline,VERIFIED,False,False,2023-04-04,INDIVIDUAL,49261.1,97200.55,4,United Arab Emirates,ZVRU24304370974815
00ca4c69-e632-4b8b-bb95-8212b9297e6b,Tyler Ellis,68,MALE,Osteopath,658880.09,LOW,Mali,Nicholaston,VERIFIED,False,False,2023-11-20,INDIVIDUAL,49116.48,62741.66,2,Myanmar,TWHG04681666214584
ef7e17f1-9040-4d19-a6c4-b3c201322f21,Steven Short,20,FEMALE,"Therapist, horticultural",898480.36,MEDIUM,Benin,North Shawnatown,PENDING,False,False,2021-11-04,INDIVIDUAL,34041.12,18431.33,3,Marshall Islands,LUAB13030798105991
2356f906-9a47-4828-87ec-939cca362de5,Amber Mitchell,28,FEMALE,Petroleum engineer,222629.0,HIGH,Malawi,Aguilarside,PENDING,False,False,2023-03-09,BUSINESS,29162.51,10013.11,1,Vanuatu,AKVB68492575270427
2093b195-4d2b-4852-b308-510147bd59a2,Dr. Jonathan Williams,64,MALE,Careers adviser,1273444.57,HIGH,Lao People's Democratic Republic,Waynefort,PENDING,False,False,2021-10-05,BUSINESS,13659.64,57500.8,2,Bahrain,EXTQ78183699620017
1cea6c27-aa69-4e01-9823-adc765800290,Andrew Johnson,33,MALE,Civil Service administrator,740689.07,LOW,Monaco,South Sarah,PENDING,False,False,2022-08-09,INDIVIDUAL,4510.11,16080.22,3,Cuba,BEQA59091636468038
1383e1a9-f75a-4111-ae2d-6fb233ce8f50,Jacqueline Warner,53,FEMALE,Special educational needs teacher,1762040.32,HIGH,Honduras,Angelaport,VERIFIED,False,False,2024-10-16,BUSINESS,9978.51,2111.29,1,Jersey,TIOJ68193936722152
4adf8373-6905-4465-b1c9-b3f5647d0506,Victoria Landry,30,MALE,"Engineer, broadcasting (operations)",946097.26,LOW,Mali,South Brianburgh,PENDING,False,False,2024-05-03,BUSINESS,2331.55,70823.25,2,New Zealand,CTAX81922810846306
01d5ea1e-91b8-4ea7-938b-bb69fb717ef4,Tony Salinas,43,OTHER,Chartered loss adjuster,1706336.86,HIGH,Germany,Gregoryfort,PENDING,False,False,2025-10-14,BUSINESS,44449.32,50649.74,1,Bosnia and Herzegovina,ZJYL35320422843541
1abef355-dde3-4020-aab8-c14e7ba0c860,Abigail Larson,86,MALE,Editorial assistant,1544724.33,LOW,Russian Federation,North Henry,PENDING,False,False,2025-02-04,INDIVIDUAL,26213.74,89433.33,2,Macao,RFZJ47496049357711
d00dcd52-8831-4166-bed0-c6fd3ce3da20,Richard Cook,56,OTHER,Environmental manager,778897.6,LOW,Kenya,South Paul,VERIFIED,False,False,2025-11-18,BUSINESS,3451.24,51151.92,2,French Guiana,PHOD46516787084235
f2232d22-1efa-4e2b-b2ff-4fa1a211397c,Jennifer Sanders,29,MALE,Museum/gallery conservator,593247.45,MEDIUM,Pitcairn Islands,New Gregville,PENDING,False,False,2022-02-11,BUSINESS,541.86,60246.85,4,Mexico,OXVH72034550461551
da6d4937-b085-4dc4-8ac2-4aff2ad804c7,Nicole Baker DVM,36,MALE,Special effects artist,1091299.15,MEDIUM,Uzbekistan,Lake Kristenbury,VERIFIED,False,False,2023-04-04,BUSINESS,34324.58,99025.51,2,Pitcairn Islands,YYVK92240881607888
90706eee-7661-421b-81ec-74d84dd5e2e5,Ronald Johnson,90,FEMALE,Astronomer,955459.29,MEDIUM,Portugal,Georgeshire,VERIFIED,False,False,2022-05-01,INDIVIDUAL,25453.7,64051.39,2,Pitcairn Islands,AHPF40382579375708
a9d01f98-ae98-4443-b550-cc1d3a942cd2,Samantha Wilson,28,OTHER,Astronomer,483791.38,LOW,Netherlands Antilles,North Audreychester,PENDING,False,False,2023-12-17,INDIVIDUAL,27000.79,45441.68,1,Saudi Arabia,CLDW58913052495747
a77be76f-2943-4f28-8683-b1600b934969,Leonard Clements,24,MALE,Magazine features editor,1511015.44,LOW,Saint Pierre and Miquelon,Shahside,VERIFIED,False,False,2024-01-20,INDIVIDUAL,34499.3,65980.1,2,Canada,IGUV90260887687391
0e7445c6-610b-4f10-9e50-0b167497c3a1,Aaron Levy,86,MALE,Geochemist,1806579.69,LOW,Anguilla,South Tylerstad,VERIFIED,False,False,2026-04-04,BUSINESS,38336.03,44203.68,3,French Southern Territories,UHKA29385496413753
20bf1343-8019-4f67-8e7f-02e775e8160f,Jordan Davidson,60,MALE,Estate manager/land agent,1896908.41,LOW,French Southern Territories,Johnsonshire,VERIFIED,True,False,2024-03-23,INDIVIDUAL,36389.91,41391.12,1,Niue,ZNQA05628388424492
9f2f1661-570f-4e44-a73f-19833836411e,Judith Taylor,64,FEMALE,Conference centre manager,1796331.34,MEDIUM,Niger,Port Rodneystad,PENDING,False,False,2023-09-30,INDIVIDUAL,38154.17,32291.51,2,Turkmenistan,CILT14307808803388
f95b7b0c-5a4b-4d60-bbd0-0f27df99a21b,Stacie Faulkner,29,FEMALE,Mental health nurse,408853.31,MEDIUM,Palau,Kaylatown,PENDING,False,False,2024-10-30,BUSINESS,31729.91,95839.16,3,Papua New Guinea,VQRB70650247982019
ce566689-f3b3-40a6-aa8f-8b443a8da8ab,John Castillo,79,OTHER,Arts administrator,1603391.88,MEDIUM,Guam,Port Anna,VERIFIED,False,False,2024-10-28,BUSINESS,11480.94,35387.33,2,Saint Barthelemy,SIAK28473767442334
ab853f22-1d67-4ee7-bc14-a292a71f2820,Matthew Barber,60,OTHER,"Designer, furniture",1154865.21,HIGH,British Virgin Islands,Munozside,PENDING,False,False,2024-09-16,INDIVIDUAL,30132.52,20126.26,1,Guatemala,TSGD08777098449909
49671d9d-9cca-4d7a-a96e-84fb7b10c039,Patricia Bowman,84,FEMALE,"Engineer, manufacturing",1884429.49,HIGH,Vanuatu,Stevenbury,PENDING,False,False,2022-06-13,BUSINESS,30128.53,28787.36,2,United Arab Emirates,SMIY13554606722910
20e3c2f1-47d9-4b55-9429-79570885ae19,Frank Wright,54,OTHER,Social researcher,1571330.89,MEDIUM,Denmark,Melissaland,VERIFIED,False,False,2025-09-02,INDIVIDUAL,18325.49,41214.0,1,Mongolia,DOEX83474878067578
32cbc753-c04f-4438-80c5-b6d5403ecd49,Michael Holland,69,OTHER,Medical illustrator,1210899.91,LOW,Mongolia,Carterstad,VERIFIED,False,True,2022-02-25,INDIVIDUAL,23719.04,23869.21,2,Netherlands Antilles,SHMO03393135851657
3930af10-aa5a-43f8-a36e-f86e7ce1c20e,James Mitchell,45,OTHER,Occupational hygienist,1394469.47,HIGH,Guernsey,North Alyssa,PENDING,False,False,2024-07-03,BUSINESS,28055.94,49794.67,1,Colombia,ERFQ79522490996043
84b7d16f-fe15-4c73-ae80-d77b5e2ac2cc,Holly Jensen,24,MALE,"Nurse, adult",337440.73,LOW,Togo,Jessicamouth,VERIFIED,False,False,2023-08-15,BUSINESS,33071.78,87594.1,3,Dominican Republic,UCYC94279589087246
ca0e619d-d336-4a84-ba5c-fd095440fc0e,Mrs. Shannon Mclean,35,FEMALE,Management consultant,894014.49,MEDIUM,Cyprus,North Lindsay,PENDING,False,False,2022-03-04,BUSINESS,28489.03,81623.39,3,Bermuda,JSJR70705052782167
cdd3d59b-161b-4800-8a66-ef0e7082696b,Charles Sanchez,40,FEMALE,Health and safety inspector,1134530.43,MEDIUM,United States Minor Outlying Islands,Jameston,PENDING,False,False,2025-01-03,BUSINESS,4627.01,33935.51,2,Lao People's Democratic Republic,YUNF24347955682327
62151ee1-b6c2-4910-952f-00f114ed5cb7,Erika Rosario,89,FEMALE,Primary school teacher,449084.32,LOW,Italy,Port Austinstad,PENDING,False,False,2023-01-26,INDIVIDUAL,21837.93,10938.52,3,Equatorial Guinea,BQNS15135490776727
0a8999ba-4a12-4a8f-b860-69b565f416da,Justin Rojas,28,MALE,Community pharmacist,1199273.13,MEDIUM,Greece,Barnettburgh,VERIFIED,False,False,2025-12-01,BUSINESS,15982.76,61946.3,4,Georgia,EUBB29972638128242
da4ebc57-b7e6-4c9d-a17b-6c1721777867,Matthew Smith,33,MALE,Air cabin crew,1174809.96,MEDIUM,Ghana,New Ethanmouth,PENDING,False,False,2025-03-20,INDIVIDUAL,49461.17,17109.01,3,British Virgin Islands,IOZG68047183563853
76f4ed07-1533-4acf-babd-4735ccc912ac,Susan Gomez,63,MALE,Oceanographer,688851.83,LOW,Central African Republic,West Dean,VERIFIED,False,False,2022-01-19,INDIVIDUAL,31016.96,66199.34,1,Martinique,LTGS02750969497292
77c72fcb-db41-463c-9002-5a3d9272fc9c,Katie Gomez,29,OTHER,"Copywriter, advertising",1554592.48,HIGH,South Georgia and the South Sandwich Islands,Wallerfort,PENDING,False,False,2025-07-16,BUSINESS,28653.73,65902.72,3,Thailand,QOOY32031528224348
023daad3-c230-439b-a4d3-8e42a5f0f2b2,Robert Clark,37,MALE,Professor Emeritus,194711.18,MEDIUM,Greenland,Codychester,VERIFIED,False,False,2025-12-18,BUSINESS,43425.27,51589.61,2,United Kingdom,FEKH52399579864601
